recipe_id,avg_rating_recipe,num_ratings_recipe
3570,3.9166666666666665,12
3576,3.0,1
3577,4.888888888888889,9
3579,4.769230769230769,39
3581,5.0,4
3582,5.0,5
3588,3.0,2
3590,0.0,1
3591,4.6,5
3592,3.0,1
3593,2.0,1
3595,4.598130841121495,107
3597,2.5,2
3598,4.666666666666667,6
3600,4.2,5
3602,4.888888888888889,9
3608,4.333333333333333,3
3609,4.6,5
3610,4.625,8
3614,4.0,1
3616,4.6,10
3617,5.0,1
3620,1.0,2
3621,2.3333333333333335,3
3623,4.875,8
3624,3.857142857142857,7
3626,5.0,2
3636,5.0,1
3642,5.0,1
3651,4.875,8
3656,5.0,2
3657,5.0,1
3659,5.0,1
3667,4.0,1
3668,4.5,6
3683,4.4375,16
3687,4.636363636363637,11
3688,4.0,1
3689,4.454545454545454,11
3691,5.0,1
3693,5.0,1
3701,5.0,1
3704,4.4,5
3710,4.75,4
3711,4.777777777777778,9
3712,5.0,1
3713,4.541666666666667,24
3716,4.5,2
3717,4.0,1
3718,4.5,2
3720,5.0,1
3722,4.25,4
3723,5.0,1
3728,4.333333333333333,3
3730,4.833333333333333,6
3731,4.75,8
3739,1.0,1
3742,4.8,5
3743,4.5,4
3745,4.605263157894737,76
3752,5.0,1
3755,4.0,2
3759,5.0,2
3760,4.333333333333333,3
3763,2.6666666666666665,3
3764,4.0,2
3767,5.0,1
3768,4.75,4
3771,5.0,6
3772,5.0,1
3776,5.0,1
3780,4.666666666666667,3
3782,4.217391304347826,23
3786,5.0,1
3787,5.0,4
3788,4.0,1
3790,4.0,1
3793,0.0,1
3795,5.0,3
3797,4.5,4
3800,5.0,8
3801,5.0,1
3803,5.0,2
3805,4.214285714285714,28
3806,4.461538461538462,13
3807,4.0,1
3809,5.0,2
3812,5.0,2
3828,3.5,2
3830,5.0,2
3834,4.6,5
3837,4.333333333333333,3
3838,3.0,2
3841,5.0,2
3842,4.0,3
3846,4.545454545454546,11
3847,3.0,3
3849,5.0,3
3860,4.8,5
3868,4.714285714285714,7
3873,5.0,1
3874,5.0,1
3875,0.0,1
3876,5.0,1
3877,4.777777777777778,27
3884,5.0,2
3888,4.916666666666667,12
3889,5.0,1
3892,5.0,2
3900,4.541666666666667,24
3902,4.833333333333333,6
3910,5.0,2
3912,3.0,1
3913,4.6,5
3916,4.0,5
3917,3.0,1
3920,4.0,1
3921,5.0,5
3925,4.75,4
3928,3.5,2
3929,4.454545454545454,55
3933,4.0,1
3937,4.666666666666667,3
3940,5.0,2
3944,5.0,1
3954,4.588235294117647,17
3961,3.0,1
3965,5.0,1
3966,3.0,1
3974,5.0,2
3975,5.0,8
3976,4.0,3
3977,2.3333333333333335,3
3980,3.0,1
3983,4.882352941176471,17
3985,0.0,1
3990,4.0,1
3993,4.666666666666667,3
3994,5.0,1
3995,5.0,3
4000,4.0,1
4002,4.0,3
4003,4.5,4
4004,4.666666666666667,3
4007,4.6923076923076925,26
4009,0.0,1
4010,1.0,1
4015,5.0,1
4018,4.5,18
4019,5.0,1
4024,5.0,3
4032,5.0,2
4034,5.0,2
4038,4.0,2
4040,4.8,5
4042,4.3125,16
4044,3.5,2
4047,5.0,2
4049,4.411764705882353,17
4050,4.291666666666667,48
4052,4.166666666666667,6
4055,5.0,2
4059,2.5,2
4063,5.0,2
4065,4.853658536585366,41
4075,4.868421052631579,76
4078,4.4,5
4079,4.2,5
4080,0.0,1
4084,3.1666666666666665,6
4085,4.5,2
4093,5.0,1
4096,5.0,3
4100,4.666666666666667,6
4101,5.0,1
4106,4.0,2
4108,5.0,2
4110,4.25,4
4112,5.0,4
4114,4.333333333333333,3
4115,0.0,1
4116,5.0,1
4120,5.0,3
4121,4.571428571428571,7
4126,5.0,3
4127,4.0,2
4131,0.0,2
4133,5.0,1
4140,4.333333333333333,3
4141,4.875,8
4143,4.439024390243903,41
4146,4.4,5
4150,4.714285714285714,7
4151,4.666666666666667,12
4155,5.0,4
4157,3.3333333333333335,3
4161,5.0,1
4164,4.5,2
4174,4.666666666666667,3
4178,4.6953125,128
4181,5.0,3
4184,4.666666666666667,6
4187,5.0,1
4191,2.5,2
4199,4.5,4
4200,5.0,1
4201,1.0,1
4202,4.0,2
4205,4.45945945945946,37
4208,5.0,2
4214,4.666666666666667,3
4218,4.892857142857143,28
4221,4.0,1
4227,5.0,1
4239,5.0,2
4241,4.0,1
4243,4.0,1
4244,2.5,2
4246,5.0,1
4247,5.0,6
4260,5.0,1
4261,4.5,12
4263,4.5,8
4271,4.5813953488372094,43
4279,4.0,1
4285,4.181818181818182,11
4288,5.0,1
4290,4.571428571428571,7
4292,4.733333333333333,45
4294,4.2727272727272725,11
4297,4.333333333333333,3
4303,5.0,1
4304,5.0,1
4308,5.0,1
4311,2.5,2
4313,3.6,5
4314,5.0,5
4323,4.0,3
4324,3.0,1
4326,5.0,1
4327,3.0,1
4330,4.75,8
4332,4.638888888888889,72
4336,3.0,1
4337,5.0,3
4344,4.333333333333333,36
4345,4.0,1
4352,4.5,4
4356,5.0,2
4366,3.857142857142857,7
4367,2.0,1
4368,4.473684210526316,19
4369,5.0,6
4370,4.5,6
4374,3.3333333333333335,3
4393,4.916666666666667,24
4394,3.7142857142857144,7
4395,4.571428571428571,7
4397,5.0,2
4402,5.0,1
4406,4.0,1
4407,4.5,2
4409,4.666666666666667,3
4410,5.0,7
4414,4.166666666666667,6
4417,4.621212121212121,66
4420,5.0,1
4421,4.5,4
4423,4.809523809523809,21
4425,1.0,1
4433,5.0,1
4434,4.0,5
4436,4.875,8
4437,3.0,3
4440,3.0,1
4441,4.666666666666667,3
4444,5.0,4
4445,0.0,1
4446,4.5,2
4447,5.0,1
4449,4.0,1
4450,4.714285714285714,7
4451,4.857142857142857,14
4457,5.0,1
4460,4.925925925925926,27
4464,4.333333333333333,3
4470,5.0,1
4471,4.5,10
4478,5.0,2
4481,5.0,1
4482,5.0,1
4484,4.0,2
4485,4.363636363636363,11
4487,3.0,1
4501,2.0,1
4502,4.333333333333333,3
4503,1.0,2
4505,4.5,2
4508,4.5,2
4510,4.5,2
4522,5.0,1
4523,5.0,1
4528,4.0,1
4529,5.0,2
4530,3.5,2
4532,5.0,1
4533,5.0,1
4544,4.0,1
4545,4.583333333333333,12
4546,4.733333333333333,15
4560,4.75,12
4563,5.0,4
4571,4.676923076923077,65
4573,4.384615384615385,13
4577,5.0,1
4579,4.5,2
4580,4.5,2
4585,4.0,1
4588,3.75,4
4593,5.0,1
4598,5.0,1
4599,5.0,1
4606,5.0,1
4607,0.0,1
4623,4.0,1
4624,4.0,1
4625,4.5,2
4631,4.0,2
4635,5.0,1
4636,4.5,2
4637,4.583333333333333,12
4643,4.0,2
4648,5.0,2
4655,1.0,1
4656,2.0,1
4661,4.333333333333333,6
4663,4.510204081632653,49
4667,4.333333333333333,12
4669,5.0,2
4682,4.72,25
4683,4.666666666666667,6
4684,4.944444444444445,36
4686,4.333333333333333,3
4689,0.0,1
4690,4.333333333333333,3
4692,3.5,2
4695,5.0,3
4699,4.0,1
4706,4.0,1
4709,4.0,4
4710,4.333333333333333,3
4711,4.666666666666667,3
4718,5.0,3
4724,4.833333333333333,6
4734,4.5,4
4735,4.25,4
4736,4.857142857142857,7
4740,5.0,1
4746,3.5,2
4747,4.0,2
4749,3.0,1
4750,4.0,1
4753,4.0,2
4755,4.0,1
4760,5.0,1
4764,4.571428571428571,14
4776,5.0,1
4777,3.0,1
4779,4.315789473684211,19
4787,5.0,1
4788,4.875,8
4792,4.0,3
4797,4.4,5
4799,4.6,5
4801,4.0,2
4803,5.0,2
4805,5.0,1
4811,4.571428571428571,7
4814,3.75,4
4821,5.0,1
4829,5.0,1
4833,4.666666666666667,6
4834,2.5,2
4837,5.0,1
4838,4.0,5
4840,4.454545454545454,11
4843,4.5,14
4846,4.0,1
4848,5.0,2
4849,5.0,1
4854,2.5,2
4859,2.7142857142857144,7
4861,4.701754385964913,57
4865,5.0,4
4874,4.8,5
4875,4.533333333333333,15
4876,4.0,9
4877,4.5,12
4892,4.2727272727272725,22
4893,5.0,1
4895,4.333333333333333,3
4896,4.0,1
4897,4.677966101694915,59
4900,4.333333333333333,9
4902,5.0,1
4903,4.333333333333333,3
4904,3.0,2
4917,4.5,6
4918,4.5,2
4919,2.5,2
4920,5.0,1
4921,2.5,2
4924,3.0,1
4930,5.0,1
4931,5.0,1
4932,4.75,4
4939,5.0,2
4943,4.4,5
4944,4.0,1
4946,5.0,2
4948,4.0,1
4950,4.0,1
4951,5.0,1
4952,4.5,22
4953,5.0,4
4956,4.6,5
4966,5.0,1
4967,5.0,3
4968,4.666666666666667,6
4970,4.0,1
4973,4.714285714285714,7
4977,0.0,1
4978,5.0,1
4981,4.25,20
4986,5.0,1
4987,4.666666666666667,3
4990,4.5,2
4992,5.0,1
4997,5.0,1
5000,4.2926829268292686,41
5003,5.0,4
5006,3.25,4
5008,4.681818181818182,22
5010,4.75,4
5012,4.666666666666667,6
5015,4.5,8
5016,3.3333333333333335,3
5023,4.666666666666667,6
5024,4.888888888888889,18
5025,4.0,1
5026,5.0,4
5030,4.571428571428571,7
5031,4.681318681318682,91
5032,5.0,1
5034,4.571428571428571,7
5035,4.0,1
5045,0.0,1
5046,4.833333333333333,6
5057,5.0,2
5059,4.0,1
5062,5.0,3
5068,5.0,2
5076,5.0,2
5077,5.0,1
5083,4.857142857142857,28
5090,3.5,2
5096,4.714285714285714,7
5107,4.5,2
5115,0.0,1
5116,5.0,2
5121,4.6,5
5122,4.5,6
5123,5.0,3
5132,3.75,4
5134,5.0,1
5138,4.0,2
5139,4.5,2
5144,4.875,8
5146,4.0,4
5148,5.0,1
5150,4.0,5
5158,4.666666666666667,3
5160,2.5,4
5161,5.0,2
5162,4.0,1
5170,4.666666666666667,309
5175,5.0,1
5177,4.5,2
5186,4.5,2
5189,4.0,2
5190,4.142857142857143,7
5192,4.833333333333333,6
5195,5.0,4
5203,4.5,4
5206,5.0,1
5209,3.8,5
5211,5.0,2
5219,4.666666666666667,3
5220,5.0,1
5229,4.625,8
5230,5.0,1
5232,5.0,1
5234,4.666666666666667,6
5235,4.0,1
5237,3.857142857142857,7
5238,0.0,1
5240,3.0,1
5245,4.888888888888889,18
5246,5.0,2
5250,5.0,1
5252,4.0,1
5253,5.0,2
5258,4.5,2
5264,5.0,2
5270,5.0,2
5276,3.0,1
5277,4.733333333333333,15
5280,3.0,1
5283,3.6666666666666665,3
5284,0.0,1
5286,4.0,1
5287,4.4035087719298245,57
5289,5.0,2
5290,4.5,2
5291,3.0,1
5293,4.4,5
5294,4.666666666666667,3
5296,4.0,1
5297,4.434782608695652,46
5298,4.0,6
5304,4.0,1
5308,4.0,1
5309,5.0,3
5314,4.0,1
5315,4.666666666666667,3
5322,4.666666666666667,6
5329,4.0,1
5330,5.0,1
5331,5.0,1
5342,2.5,2
5343,5.0,1
5348,4.333333333333333,3
5351,5.0,1
5353,3.0,2
5354,4.0,2
5366,4.92,25
5368,4.552238805970149,67
5377,5.0,4
5384,5.0,1
5388,4.666666666666667,3
5390,3.5,2
5395,4.0,3
5396,4.0,1
5401,5.0,2
5403,4.25,4
5406,4.5,2
5407,5.0,2
5415,5.0,2
5416,5.0,2
5418,4.9,10
5428,5.0,2
5429,4.833333333333333,12
5434,4.555555555555555,9
5436,3.0,1
5447,4.285714285714286,7
5448,0.0,1
5449,4.75,4
5450,4.75,4
5453,4.0,15
5454,5.0,2
5455,3.0,1
5459,4.833333333333333,6
5465,4.545454545454546,11
5473,5.0,1
5474,5.0,1
5476,4.5,2
5478,3.7450980392156863,51
5479,5.0,1
5480,1.0,3
5482,3.5,2
6426,5.0,1
6428,5.0,1
6433,4.0,1
6440,5.0,2
6442,4.545454545454546,22
6446,4.666666666666667,3
6447,5.0,2
6449,4.5625,32
6451,5.0,1
6453,5.0,1
6454,3.4,5
6455,5.0,2
6463,3.5,4
6469,3.8333333333333335,6
6483,4.0,1
6490,5.0,1
6495,5.0,1
6498,4.0,1
6500,4.0,1
6501,5.0,1
6502,3.0,1
6504,5.0,1
6505,4.714285714285714,14
6506,4.0,1
6509,5.0,2
6510,4.0,1
6512,4.0,2
6515,5.0,1
6517,5.0,3
6518,3.3333333333333335,3
6521,4.8,10
6526,5.0,1
6527,5.0,1
6530,5.0,1
6542,5.0,1
6547,3.25,8
6549,4.0,1
6551,4.0,1
6554,5.0,1
6558,4.4,5
6561,5.0,2
6566,5.0,2
6568,5.0,1
6571,4.0,1
6572,4.0,6
6577,5.0,1
6578,4.0,1
6580,5.0,3
6582,5.0,8
6583,4.8,5
6586,4.0,1
6588,0.0,1
6594,4.666666666666667,3
6596,4.666666666666667,3
